elevation,label,ndvi,slope,treecover2000
101,1,0.2627052664756775,1.35612685412224,71
1975,1,0.3857046663761139,6.272410772582109,49
27,1,0.500190794467926,2.930784023201424,90
82,1,0.4668883681297302,2.6220191987216133,89
196,1,0.3883162438869476,0.9960934940266708,48
196,0,0.5494494438171387,5.555496175428102,100
44,1,0.6467142701148987,4.985092655873126,100
939,1,0.4704173803329468,6.753275756502566,95
139,0,0.5599319934844971,1.854334168853263,95
87,0,0.6417921781539917,2.075967665638261,100
425,1,0.412369817495346,2.084853545095604,97
179,1,0.5455052256584167,1.1257364460417048,79
33,1,0.3955396711826324,1.854334115982056,86
127,1,0.5429954528808594,1.9742228984832764,65
69,1,0.6513290405273438,2.9318891250938344,62
546,1,0.2955773770809173,14.056672113698983,70
396,1,0.5211197733879089,1.3114520653204986,100
260,1,0.4677384793758392,7.881550843298836,100
302,1,0.3478854298591614,5.609963075874228,72
127,1,0.6242405772209167,2.093757748262969,100
221,0,0.4926044940948486,12.863204103735152,45
187,1,0.6065014004707336,3.3581016063690186,93
1075,0,0.5889015793800354,1.3115768539378243,43
245,1,0.326538473367691,2.1255380462437112,71
82,1,0.5279620885848999,2.9309512921415792,97
234,1,0.5219789743423462,4.720135151253996,100
390,1,0.3600607514381408,5.796382206652246,85
185,1,0.5482521057128906,6.762572470006913,82
722,1,0.5089723467826843,29.8391921569031,85
582,0,0.4074533581733703,1.8543341688295631,96
159,1,0.6479356288909912,4.689549878268754,100
77,1,0.660988450050354,3.82053178741816,100
260,1,0.4605359733104706,4.224109893364462,99
273,1,0.368341714143753,2.431103518401553,86
1164,1,0.4010128080844879,14.520767831806388,78
1042,1,0.1766321659088134,10.665081977844238,82
98,0,0.6487435698509216,2.8115542556402287,100
131,1,0.4707477390766144,3.608266150615287,86
984,0,0.5954781174659729,0.9274099368729608,54
182,0,0.6844534873962402,4.861715551692426,97
1105,1,0.1337935179471969,23.71001887548429,55
173,1,0.5965224504470825,7.933409526313875,49
20,0,0.5681632161140442,0.962652255113571,100
252,1,0.5134402513504028,2.0730538368225098,95
771,1,0.4085605442523956,10.351604821919391,83
1024,1,0.6230857968330383,19.90094556561858,91
1126,1,0.1880217939615249,4.150945461205458,89
238,1,0.5774416327476501,4.150989451639758,97
444,0,0.3289264440536499,3.54540139771515,77
40,1,0.5990389585494995,2.077237844467163,86
384,1,0.4151477217674255,0.9274099469184875,100
163,1,0.4289726912975311,2.58959440144594,85
827,1,0.4884776175022125,2.5160379290605186,70
389,1,0.5013172626495361,0.9274099368729608,100
358,1,0.6406263709068298,2.997369957373397,99
234,1,0.3623214364051819,6.74305371305294,39
591,1,0.1907698810100555,2.7802885155287558,85
408,0,0.3532972037792206,4.9770754573052125,55
620,1,0.3734305202960968,17.86315941638493,54
14,1,0.53553307056427,4.140676694648354,82
730,1,0.2585364878177643,8.070484371573645,87
89,1,0.4881434142589569,0.9274099368611016,70
681,0,0.475286453962326,17.96514751032319,97
21,1,0.6222608685493469,3.54218845727944,82
442,1,0.3902185261249542,1.8543341688295631,37
480,1,0.461173802614212,22.09661865234375,100
42,1,0.4575766921043396,3.40421516505397,36
778,0,0.2233198136091232,6.88182973309651,54
384,1,0.6186258792877197,0.0,55
261,1,0.4876413643360138,0.0,99
235,1,0.5178009867668152,13.95504252728402,92
25,1,0.4935872554779053,1.3114711046218872,96
82,1,0.450544536113739,5.23241658571069,85
315,1,0.4169617593288421,1.0242875814437866,49
273,1,0.6613718867301941,16.4694984918483,55
371,1,0.505785346031189,3.81871471774354,100
4,1,0.4316827356815338,1.312571725629582,97
200,1,0.3377875685691833,0.927409936849242,45
1213,1,0.2624654471874237,5.21938650791103,85
699,1,0.5435060262680054,13.196823067815211,98
103,1,0.39424529671669,4.167635440826416,74
441,1,0.4467194080352783,2.111397822479885,54
553,0,0.3353746235370636,0.0,62
24,1,0.5998498797416687,3.708342870649451,98
140,0,0.5169928073883057,3.345701079916097,98
82,1,0.2322930097579956,2.5050810866703817,72
910,1,0.361882746219635,1.563365410663399,55
836,1,0.283277153968811,5.511379746227923,76
564,1,0.6808330416679382,1.3433244960923831,69
123,1,0.5003370642662048,18.666497428191004,97
109,1,0.4302577078342438,5.545237782158557,85
432,1,0.1616744399070739,2.5625316627371517,45
53,1,0.6475185751914978,3.4947422242924926,88
254,1,0.3124295175075531,2.158334218371093,45
38,1,0.4580463171005249,2.7915168073326844,37
101,1,0.4777233600616455,3.849872567179194,49
316,0,0.2929918169975281,0.9274099368611016,45
51,1,0.5344758629798889,1.3190112899096482,82
561,1,0.3355598449707031,2.022356958574482,85
703,1,0.6710551977157593,7.619845439393565,96
866,1,0.1868748366832733,6.668571850016633,98
41,0,0.4865326285362243,5.675715422779645,93
915,0,0.4132575690746307,16.296288752774043,98
497,1,0.3518748879432678,6.5128934740949225,85
50,1,0.4849010705947876,2.073199510574341,97
201,1,0.666724443435669,5.46429372055102,96
31,0,0.565491795539856,2.935878679418915,98
643,1,0.4093030989170074,13.82797633673827,97
179,1,0.2806037962436676,1.854334115982056,85
1027,1,0.3162785470485687,3.704791833718337,98
15,1,0.4858903288841247,5.395356348574417,82
106,1,0.5627426505088806,4.006179755943121,76
438,0,0.4279376566410064,1.666683141819302,96
121,1,0.4937594830989837,7.4430111572825535,100
172,1,0.4390805661678314,7.568979592150573,57
176,1,0.5597617626190186,1.8543341688058628,100
523,1,0.2498470842838287,0.9274099368611016,85
631,0,0.6432569026947021,18.381856936214486,85
432,1,0.2664855122566223,2.8472617701665226,45
299,0,0.6465797424316406,20.243292051076438,100
663,1,0.3865006268024444,11.985876172213963,76
240,1,0.2192593216896057,4.155162183450573,85
109,1,0.5885815620422363,3.4194437444299943,96
94,0,0.6022997498512268,0.9274099368611016,100
235,1,0.6914303302764893,1.3873647451400757,96
148,1,0.4871442914009094,1.3617879143358973,48
176,1,0.5729700326919556,2.6230548591305225,100
72,0,0.4460815787315368,2.103416475868062,100
87,1,0.6813942790031433,7.437284994772562,82
957,1,0.2892090380191803,2.512728691101074,85
431,1,0.2663673162460327,13.301750518095776,89
540,1,0.2682996094226837,5.824736803440649,55
380,1,0.4727228581905365,26.17825369410072,90
1133,1,0.3250564038753509,4.868746151239621,56
417,1,0.3057920932769775,2.7802885155287558,86
293,1,0.3620013892650604,9.228766843333329,89
409,1,0.5102026462554932,6.464860916137695,95
2696,1,0.21977299451828,7.757317745049853,70
23,1,0.4796527922153473,3.707089693093657,76
133,1,0.325577050447464,10.096576147615323,97
43,1,0.5935384631156921,6.727555410761602,97
93,1,0.5595781207084656,2.62238694380135,99
183,1,0.4550509750843048,1.447338085858684,45
962,0,0.5481981635093689,4.986949810032642,45
205,1,0.479963093996048,1.3534930933354683,56
274,1,0.7608941793441772,1.854334168853263,99
1491,1,0.599869966506958,4.186418998024809,54
21,0,0.4941097199916839,1.3114577266831977,90
65,1,0.2553137540817261,2.813400368344266,96
1036,1,0.1773722618818283,6.271329402923584,85
176,1,0.3556513488292694,2.076082818112248,66
685,1,0.6037442684173584,13.764435946341418,95
416,1,0.376169353723526,3.948190528935557,78
1523,0,0.3147274851799011,5.734664552644189,90
754,1,0.441535472869873,12.711677035313318,100
481,0,0.2410201728343963,9.805429221546698,51
175,1,0.523726761341095,21.325617448778484,97
794,1,0.5426447987556458,12.453895568847656,97
44,1,0.5505367517471313,3.522068251293879,71
119,1,0.4965384304523468,15.204735983795857,79
172,0,0.2516525685787201,3.611567530566699,37
205,1,0.4435767829418182,3.857708800778784,54
149,1,0.6789910793304443,6.343376560971726,78
604,1,0.4952567219734192,16.46468816427817,85
56,1,0.6084367632865906,2.643620729446411,82
485,1,0.4080608189105987,1.9833516256126804,90
528,1,0.331304669380188,1.8543341688295631,78
164,1,0.3471960127353668,6.730946083600516,73
348,1,0.6108924746513367,11.146543502807615,100
813,1,0.3193011879920959,20.45501564113518,64
357,1,0.4158639907836914,1.3290185773380634,49
622,1,0.4231623411178589,5.02476301710112,47
146,0,0.6563730239868164,3.909071207046509,87
497,1,0.5578023195266724,2.7802884578704834,98
15,1,0.6626467704772949,3.3409950597881304,71
207,1,0.4816606640815735,0.0,41
441,1,0.4499853849411011,8.025535492484146,72
19,1,0.543633222579956,5.393006569894164,97
427,1,0.5931835174560547,5.917731390810889,98
25,1,0.5239695310592651,2.7802885155287558,97
224,1,0.3052205443382263,8.306742318830745,100
592,0,0.598680853843689,13.484039088066588,60
234,1,0.4495317041873932,1.854334168853263,100
313,1,0.5363729596138,7.765937091783994,74
202,1,0.4500953555107116,2.3890437319407987,87
1057,1,0.430635005235672,0.9274099368729608,55
148,0,0.5342804789543152,2.623584212519184,98
938,0,0.2912153601646423,0.9274099368611016,47
192,0,0.4338859915733337,1.392208741094217,51
109,0,0.6194260120391846,9.765745908260786,98
554,1,0.1496020704507827,1.7145854826677291,83
166,1,0.5195860266685486,8.243135472190433,99
469,1,0.5000133514404297,4.718276437245248,64
1287,0,0.57445228099823,3.908700533773945,54
43,1,0.3800137042999267,0.9287233440491852,78
410,0,0.3393792808055877,3.4643824803374934,85
1445,1,0.3678816556930542,3.487782951249593,85
560,0,0.3505285382270813,0.9274099368611016,67
525,1,0.2416266500949859,3.7045509647060593,54
262,1,0.6010444760322571,8.22161724850108,69
994,1,0.5279037952423096,18.505271773625825,98
196,1,0.6180363893508911,2.9713886375264926,99
1542,0,0.4318410158157348,17.4750755067887,96
69,0,0.5294823050498962,15.687580419694765,76
338,0,0.5945123434066772,5.853991562033618,98
1088,1,0.4611746370792389,1.328022863600563,47
957,0,0.1922108381986618,26.72911805133833,85
86,1,0.5305013060569763,2.631473183324164,99
160,1,0.4727360308170318,4.152423676010251,100
556,1,0.546234667301178,6.264083628922342,59
624,1,0.5642156004905701,15.454225844388702,100
898,1,0.2135607898235321,11.215103459726578,86
79,1,0.6383590698242188,2.9319680897612894,99
208,0,0.478627473115921,2.788644227352717,100
528,1,0.3681220412254333,5.922620296478272,52
342,1,0.2327772974967956,4.627367505919335,83
162,1,0.5568698048591614,1.0884848908602347,95
7,1,0.5549414157867432,2.080682236527075,87
222,0,0.409530907869339,20.851496008204503,75
255,1,0.5496713519096375,11.078779727943306,81
100,1,0.5457988977432251,2.780288515493252,100
11,1,0.4973470866680145,0.0,75
320,1,0.2279973924160003,1.830088423138286,66
48,1,0.5816722512245178,9.20180738256672,98
41,1,0.5509976148605347,1.3118569602736423,89
107,1,0.5557731986045837,3.828667330810621,55
123,1,0.4571230411529541,1.3570353371118382,80
178,0,0.4484066367149353,1.8230337170060509,85
410,0,0.3938058018684387,2.8944657376033787,85
10,1,0.4517891407012939,1.312225863484663,90
126,1,0.3125008046627044,3.317806292659302,31
491,1,0.2952298820018768,2.56407304923468,85
501,1,0.4660802185535431,6.734776973724365,55
900,1,0.6445961594581604,12.221653344589038,54
316,1,0.3773287236690521,21.30585066448588,92
159,1,0.5358982086181641,7.223418558413791,100
129,0,0.5732153654098511,2.0406752234928542,59
58,1,0.4849818646907806,8.386233543389546,82
17,1,0.2969716191291809,2.170308275898957,99
1440,1,0.455773651599884,1.3271132066737674,49
110,1,0.5378652215003967,2.0750857438311963,100
694,0,0.6792374849319458,2.784426925140088,98
865,1,0.5097405910491943,16.189703820190413,100
1438,1,0.5548014640808105,3.866559949954279,55
402,1,0.5128987431526184,16.17962745429517,52
821,1,0.5749571323394775,17.633366868918863,55
442,1,0.4533572494983673,1.3828081223498443,83
93,1,0.5641326308250427,10.137455244169535,90
21,1,0.4082721173763275,1.4166108395233408,89
33,1,0.5087809562683105,1.4513439721929824,89
288,1,0.5065492391586304,8.289099835320444,77
374,1,0.4055662751197815,1.3281219948902685,99
786,0,0.5448359251022339,12.14987505771936,90
178,1,0.5070592761039734,1.9847392254339424,83
256,1,0.3914073407649994,1.3116183632727096,99
155,1,0.2489173859357834,12.109923189299504,85
163,1,0.4097043871879577,8.892039633915001,89
189,1,0.4667927920818329,0.9274099368729608,92
217,1,0.3190068900585174,1.8543341688295631,86
245,1,0.4198522567749023,1.370422558629892,45
1276,1,0.1152262836694717,6.203598239377473,62
24,1,0.4449621140956878,0.0,96
126,1,0.4642487168312073,9.140913159138393,44
520,0,0.5986132621765137,9.923151165361766,53
108,1,0.415038913488388,0.9274099368729608,79
835,1,0.2483589649200439,10.609042630434862,97
163,0,0.4854503870010376,8.273449862144073,92
126,0,0.6196077466011047,1.8543341688295631,76
556,0,0.4395987391471863,6.527249006592515,78
80,1,0.4438766837120056,8.338945388793945,31
40,0,0.5229465365409851,1.3115687643925995,70
186,1,0.5928813219070435,5.395423392943193,85
662,0,0.4964468479156494,3.014491463089896,49
805,1,0.2510385513305664,8.122010279621122,85
153,1,0.4358384013175964,22.029497596898757,52
302,1,0.3641150891780853,6.530081463664928,60
502,1,0.5360134243965149,7.840251934465405,100
371,1,0.4090756475925445,0.0,64
999,1,0.1752549409866333,7.6297506922681935,44
403,1,0.410263180732727,8.205133434895416,66
694,0,0.5971705913543701,5.949053340019449,63
217,1,0.654745876789093,2.780288515493252,36
927,1,0.21255524456501,32.47240982865478,76
336,1,0.2151217460632324,6.532898977490177,83
1366,1,0.2632847428321838,9.720270751569066,52
36,0,0.6192883849143982,2.07373870070267,100
360,1,0.177979290485382,2.018590211868286,32
1046,1,0.5757380127906799,13.93180774251722,45
91,1,0.6552330255508423,21.94296332333167,89
717,1,0.4460180997848511,19.226055145263672,64
126,0,0.5529798865318298,1.3764937895244038,44
587,1,0.4331925809383392,29.40851558881629,75
583,1,0.6553047895431519,7.439687118584397,55
293,1,0.5534892082214355,12.126065332873663,72
518,1,0.338986724615097,7.550897364120594,100
1022,1,0.3368498980998993,4.571240213921278,89
85,1,0.5888860821723938,2.85922671068174,95
114,1,0.5025739073753357,6.679454944394944,95
76,1,0.4930564761161804,4.174089956815081,54
175,1,0.1657543033361435,17.418141484503405,95
348,1,0.6977232694625854,2.64781257461252,99
559,0,0.3160837292671203,0.9274099368729608,45
968,1,0.2242474853992462,5.907941480491962,85
240,1,0.5813929438591003,6.531919855267934,100
386,0,0.6273519992828369,5.85908000662612,88
1050,1,0.5340586304664612,11.254890246808182,74
404,1,0.2178649008274078,8.807756423950195,85
219,1,0.3932097256183624,5.239521667999956,90
25,1,0.5495494604110718,2.9939021056317427,32
234,0,0.6728124022483826,5.716713094553122,100
60,1,0.5313162803649902,2.7802885155287558,89
264,1,0.533139705657959,7.102437456073258,60
425,1,0.2583081424236297,3.989909463701641,85
181,0,0.5147392749786377,0.9274099469184875,45
551,1,0.5288979411125183,2.937964725978849,44
332,1,0.5727017521858215,0.93715214100761,48
818,1,0.3351182639598846,0.9274099368611016,83
1294,1,0.4368033707141876,3.3464037367598407,72
398,0,0.248524323105812,4.627367505978261,36
126,1,0.5667839646339417,2.124144134956183,99
458,0,0.5826870799064636,0.9662394079942986,77
859,0,0.3009321093559265,0.9274099368611016,56
2574,1,0.3208150267601013,14.714199299541344,95
227,1,0.6198304891586304,0.0,81
998,1,0.5822829604148865,2.780288515493252,58
843,1,0.4416145086288452,27.61841348018607,98
244,1,0.5694986581802368,11.92092107146483,97
112,1,0.5250085592269897,19.726011428218296,79
239,0,0.7161672115325928,5.883873135309709,99
569,1,0.4196443855762481,26.39263364747336,70
494,1,0.3413378298282623,27.726404969526293,87
817,1,0.6008250713348389,25.204624968571395,99
18,1,0.5146334171295166,3.818616102729973,85
44,1,0.4757411181926727,4.156124114990234,95
118,1,0.5736941695213318,10.330309890844246,94
1189,1,0.2926086783409118,4.09625244140625,74
136,1,0.4413792490959167,1.8200787466076631,97
265,1,0.6140726804733276,4.229268324438047,87
269,1,0.1882332414388656,2.7802885155287558,45
81,1,0.4333972632884979,9.46213452717258,68
234,1,0.5284671187400818,22.427226552326708,97
62,1,0.5455225110054016,1.311528433617485,98
173,1,0.4274739027023315,4.756869030877931,85
441,1,0.5188060998916626,2.678539273925533,55
271,1,0.4114993214607239,0.9742703146026396,99
63,0,0.5607801675796509,1.8560307233003603,98
278,1,0.7117829322814941,0.9274099368729608,100
41,1,0.4603502750396728,2.93061645249676,44
360,1,0.5249913334846497,8.50491707534037,85
1506,1,0.3787095546722412,6.12332846971621,95
411,1,0.6022974252700806,4.632206344552576,68
28,0,0.5877153277397156,0.0,90
283,0,0.6431195735931396,12.504402587586204,100
588,1,0.4817609786987304,23.243425021057007,95
101,1,0.3834653198719024,2.166533618321906,45
157,1,0.3266821205615997,2.112576076763792,48
434,0,0.2636042833328247,23.570959801337285,54
1050,1,0.1328758746385574,14.732159297328716,84
1237,1,0.3960027992725372,17.906877517700195,100
928,1,0.366252064704895,21.821577072143555,58
1683,1,0.2685660421848297,23.35722710862281,86
81,0,0.59893399477005,1.4282506071593677,100
795,1,0.3715784251689911,1.329993582058942,44
216,1,0.483939528465271,15.21416115373577,85
682,1,0.363118827342987,1.6679970785481089,45
537,0,0.5781288743019104,10.943199936384982,73
1828,1,0.3320885598659515,11.905343804859877,58
198,1,0.2847817838191986,2.7802885155642585,83
328,1,0.6370168328285217,8.289099835424986,99
27,1,0.5466986894607544,6.197526547100885,97
21,1,0.4811515808105469,0.9274099469184875,90
56,1,0.6177306175231934,12.447828316727795,55
6,1,0.3787237405776977,2.0742465277469986,45
203,0,0.6646018624305725,8.490577763443223,76
237,1,0.6654412746429443,3.819577686599469,100
270,0,0.6069744229316711,25.86869484596916,90
646,1,0.3761715292930603,27.04306037055656,75
451,0,0.3579402565956116,1.9221122086906464,64
240,1,0.5803583264350891,6.721260817529933,100
454,0,0.2975437939167022,5.660109206744954,47
30,1,0.4688249826431274,9.497565030575098,96
269,1,0.3920043408870697,10.642817119316833,85
384,1,0.5789193511009216,7.608249113245274,95
112,0,0.4469119310379028,3.3424139388322414,98
295,1,0.487035185098648,5.705996511693622,100
52,1,0.4596765339374542,2.623057640772589,72
607,1,0.5716627836227417,9.464772623143528,97
309,1,0.2558605670928955,4.982445891971684,75
527,1,0.298028290271759,10.137469291687012,100
424,0,0.5525828003883362,7.100880300345416,60
617,1,0.4433059692382812,1.3144545606920672,47
217,1,0.5285688638687134,9.262687882134824,100
60,1,0.4526647627353668,2.806410582190342,52
318,1,0.4609855711460113,7.313847237294596,99
438,0,0.5630850791931152,6.660186296577386,100
906,0,0.3672107756137848,29.4510729028454,78
16,1,0.4984938204288482,2.930446229043304,98
772,1,0.4900014996528625,11.515011836348622,82
570,1,0.1857812404632568,9.979447779480385,65
338,1,0.6259223222732544,0.963987877794854,98
231,1,0.2180087566375732,1.7246631072889844,45
567,0,0.4573985636234283,14.512012481689451,89
561,1,0.562799870967865,4.146411378916148,99
173,1,0.5064635276794434,4.146011172726023,49
73,1,0.4906086325645447,2.930442393044105,97
320,1,0.3527140319347381,2.7802885155642585,100
644,1,0.4369921386241913,2.7802885155287558,72
425,1,0.5571050047874451,3.824859365657642,100
290,1,0.4983348548412323,2.6846731565716597,70
479,1,0.4352245330810547,1.0132396304152096,55
537,1,0.5106439590454102,2.623597127857351,99
415,0,0.5551832914352417,3.8184928666166864,90
63,1,0.6178419589996338,1.312758185685886,82
71,1,0.5609174370765686,6.19959530841026,95
959,1,0.3942232728004455,22.161658212632315,78
75,1,0.4913140535354614,4.627367505978261,100
450,1,0.5872665047645569,11.77774638834035,71
49,1,0.5801199674606323,12.031582229926332,100
791,0,0.6005386710166931,8.308524630162655,52
148,0,0.5968784689903259,0.9274099368729608,100
266,1,0.5830365419387817,14.662399424123516,99
553,1,0.5511015057563782,0.929474313293972,100
172,1,0.3256265223026275,0.9274099469184875,72
135,1,0.6358872056007385,17.943770325951174,31
391,1,0.5227215886116028,11.154056105665894,89
64,1,0.5260247588157654,1.3666797979859175,47
265,0,0.4748295545578003,4.718602180480957,99
797,1,0.5831151008605957,6.5308204951186,90
653,1,0.6314556002616882,6.667346275691083,95
126,1,0.5894007682800293,3.266597773794816,96
54,1,0.628618061542511,1.4449751490649274,93
384,1,0.6491407752037048,4.141484394604607,98
2841,0,0.3687552213668823,3.6278473610298274,93
580,0,0.2848829329013824,7.097846846344236,54
780,0,0.5971159934997559,19.469192948908848,46
236,1,0.4620073735713959,6.54467500394906,95
